id,priority,reported,completed,status,source,parent,depends,superseded_by,summary,attempt_count,description_path,created_at,updated_at
369-362-353-335-315-286-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,362-353-335-315-286-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/369-362-353-335-315-286-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask,medium,2026-04-16,,decomposed,decomposed,252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees,none,,subtask,0,scripts/pipeline/descriptions/370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
371-364-357-343-323-293-272-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,364-357-343-323-293-272-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/371-364-357-343-323-293-272-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
372-365-358-344-324-294-272-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,365-358-344-324-294-272-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/372-365-358-344-324-294-272-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
373-366-359-345-325-294-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,366-359-345-325-294-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/373-366-359-345-325-294-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
374-367-360-346-326-299-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,367-360-346-326-299-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/374-367-360-346-326-299-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
375-268-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-issue-subtask,medium,2026-04-16,,decomposed,decomposed,268-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-issue,none,,subtask,0,scripts/pipeline/descriptions/375-268-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-issue-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
376-271-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-stale-worktrees-issue-131-6-done-subtask,medium,2026-04-16,,decomposed,decomposed,271-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-stale-worktrees-issue-131-6-done,none,,subtask,0,scripts/pipeline/descriptions/376-271-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-stale-worktrees-issue-131-6-done-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
377-370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask,none,,subtask,0,scripts/pipeline/descriptions/377-370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
378-287-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-panelbuilder-ts-4-unsafe-subtask,medium,2026-04-16,,decomposed,decomposed,287-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-panelbuilder-ts-4-unsafe,none,,subtask,0,scripts/pipeline/descriptions/378-287-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-panelbuilder-ts-4-unsafe-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
379-289-270-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-stale-worktree-issue-done-subtask,medium,2026-04-16,,decomposed,decomposed,289-270-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-stale-worktree-issue-done,none,,subtask,0,scripts/pipeline/descriptions/379-289-270-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-stale-worktree-issue-done-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
380-375-268-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-issue-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,375-268-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-issue-subtask,none,,subtask,0,scripts/pipeline/descriptions/380-375-268-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-issue-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
381-376-271-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-stale-worktrees-issue-131-6-done-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,376-271-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-stale-worktrees-issue-131-6-done-subtask,none,,subtask,0,scripts/pipeline/descriptions/381-376-271-248-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-stale-worktrees-issue-131-6-done-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
382-135-e2e-smoke-fail-subtask,medium,2026-04-16,,decomposed,decomposed,135-e2e-smoke-fail,none,,subtask,0,scripts/pipeline/descriptions/382-135-e2e-smoke-fail-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
383-135-onclose-timer-leak-subtask,medium,2026-04-16,,decomposed,decomposed,135-onclose-timer-leak,none,,subtask,0,scripts/pipeline/descriptions/383-135-onclose-timer-leak-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
384-377-370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,377-370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/384-377-370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
385-378-287-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-panelbuilder-ts-4-unsafe-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,378-287-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-panelbuilder-ts-4-unsafe-subtask,none,,subtask,0,scripts/pipeline/descriptions/385-378-287-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-panelbuilder-ts-4-unsafe-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask,medium,2026-04-16,,decomposed,decomposed,295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix,none,,subtask,0,scripts/pipeline/descriptions/386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
387-136-expansion-keydown-leak-subtask,medium,2026-04-16,,decomposed,decomposed,136-expansion-keydown-leak,none,,subtask,0,scripts/pipeline/descriptions/387-136-expansion-keydown-leak-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
388-382-135-e2e-smoke-fail-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,382-135-e2e-smoke-fail-subtask,none,,subtask,0,scripts/pipeline/descriptions/388-382-135-e2e-smoke-fail-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
389-137-uncancellable-raf-chains-subtask,medium,2026-04-16,,decomposed,decomposed,137-uncancellable-raf-chains,none,,subtask,0,scripts/pipeline/descriptions/389-137-uncancellable-raf-chains-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
390-383-135-onclose-timer-leak-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,383-135-onclose-timer-leak-subtask,none,,subtask,0,scripts/pipeline/descriptions/390-383-135-onclose-timer-leak-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
391-384-377-370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,384-377-370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/391-384-377-370-252-225-216-207-198-189-180-169-165-156-146-133-131-stale-worktrees-autonomous-worktree-2-autonomous-worktree-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-autonomous-worktrees-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
392-385-378-287-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-panelbuilder-ts-4-unsafe-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,385-378-287-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-panelbuilder-ts-4-unsafe-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/392-385-378-287-269-247-224-215-206-197-188-179-167-162-133-type-assertions-dom-as-html-element-30-subtask-panelbuilder-ts-as-htmlelement-9-subtask-subtask-subtask-subtask-subtask-subtask-subtask-panelbuilder-ts-4-unsafe-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask,none,,subtask,0,scripts/pipeline/descriptions/393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
394-387-136-expansion-keydown-leak-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,387-136-expansion-keydown-leak-subtask,none,,subtask,0,scripts/pipeline/descriptions/394-387-136-expansion-keydown-leak-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,388-382-135-e2e-smoke-fail-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
396-389-137-uncancellable-raf-chains-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,389-137-uncancellable-raf-chains-subtask,none,,subtask,0,scripts/pipeline/descriptions/396-389-137-uncancellable-raf-chains-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
397-390-383-135-onclose-timer-leak-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,390-383-135-onclose-timer-leak-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/397-390-383-135-onclose-timer-leak-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
398-393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/398-393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,394-387-136-expansion-keydown-leak-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,396-389-137-uncancellable-raf-chains-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
402-397-390-383-135-onclose-timer-leak-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,397-390-383-135-onclose-timer-leak-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/402-397-390-383-135-onclose-timer-leak-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
403-398-393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,398-393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/403-398-393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
404-399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/404-399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
405-400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/405-400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
406-401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/406-401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
407-402-397-390-383-135-onclose-timer-leak-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,402-397-390-383-135-onclose-timer-leak-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/407-402-397-390-383-135-onclose-timer-leak-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
408-403-398-393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,403-398-393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/408-403-398-393-386-295-274-253-226-217-208-199-190-181-171-166-159-134-dead-exports-subtask-subtask-types-ts-dead-export-9-export-subtask-subtask-subtask-subtask-subtask-subtask-subtask-subtask-issue-wontfix-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
409-404-399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,404-399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/409-404-399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
410-405-400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,405-400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/410-405-400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
411-406-401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,406-401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/411-406-401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
412-407-402-397-390-383-135-onclose-timer-leak-subtask-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,407-402-397-390-383-135-onclose-timer-leak-subtask-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/412-407-402-397-390-383-135-onclose-timer-leak-subtask-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
413-409-404-399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,409-404-399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/413-409-404-399-394-387-136-expansion-keydown-leak-subtask-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
414-410-405-400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,410-405-400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/414-410-405-400-395-388-382-135-e2e-smoke-fail-subtask-subtask-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
415-411-406-401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask-subtask-subtask-subtask,medium,2026-04-16,,decomposed,decomposed,411-406-401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask-subtask-subtask,none,,subtask,0,scripts/pipeline/descriptions/415-411-406-401-396-389-137-uncancellable-raf-chains-subtask-subtask-subtask-subtask-subtask-subtask.md,2026-04-17T20:39:12+09:00,2026-04-17T20:38:14+09:00
